Experiment	Paper	Pathogen	Classification	VOC	PubChem ID	Analytical Method	Sample origin															
395	13	Escherichia coli	Gram negative bacterium	isopentanol	31260	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
395	13	Escherichia coli	Gram negative bacterium	butanoic acid	264	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
395	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
395	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
395	13	Escherichia coli	Gram negative bacterium	1-tetradecanol	8209	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
396	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PDMS and non-polar GC)	NCTC 10418															
396	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PDMS and non-polar GC)	NCTC 10418															
396	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (PDMS and non-polar GC)	NCTC 10418															
397	13	Escherichia coli	Gram negative bacterium	isopentanol	31260	SPME and GC-MS analysis (PA and non-polar GC)	NCTC 10418															
397	13	Escherichia coli	Gram negative bacterium	1-octanol	957	SPME and GC-MS analysis (PA and non-polar GC)	NCTC 10418															
397	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PA and non-polar GC)	NCTC 10418															
397	13	Escherichia coli	Gram negative bacterium	decyl acetate	8167	SPME and GC-MS analysis (PA and non-polar GC)	NCTC 10418															
397	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PA and non-polar GC)	NCTC 10418															
397	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (PA and non-polar GC)	NCTC 10418															
398	13	Escherichia coli	Gram negative bacterium	isopentanol	31260	SPME and GC-MS analysis (DVB-CAR-PMDS and non-polar GC)	NCTC 10418															
398	13	Escherichia coli	Gram negative bacterium	1-octanol	957	SPME and GC-MS analysis (DVB-CAR-PMDS and non-polar GC)	NCTC 10418															
398	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (DVB-CAR-PMDS and non-polar GC)	NCTC 10418															
398	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (DVB-CAR-PMDS and non-polar GC)	NCTC 10418															
398	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (DVB-CAR-PMDS and non-polar GC)	NCTC 10418															
399	13	Escherichia coli	Gram negative bacterium	1-octanol	957	SPME and GC-MS analysis (PDMS and non-polar GC)	NCTC 10418															
399	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PDMS and non-polar GC)	NCTC 10418															
399	13	Escherichia coli	Gram negative bacterium	decyl acetate	8167	SPME and GC-MS analysis (PDMS and non-polar GC)	NCTC 10418															
399	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PDMS and non-polar GC)	NCTC 10418															
399	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (PDMS and non-polar GC)	NCTC 10418															
400	13	Escherichia coli	Gram negative bacterium	1-octanol	957	SPME and GC-MS analysis (PA and non-polar GC)	NCTC 10418															
400	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PA and non-polar GC)	NCTC 10418															
400	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PA and non-polar GC)	NCTC 10418															
400	13	Escherichia coli	Gram negative bacterium	1-tetradecanol	8209	SPME and GC-MS analysis (PA and non-polar GC)	NCTC 10418															
400	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (PA and non-polar GC)	NCTC 10418															
401	13	Escherichia coli	Gram negative bacterium	isopentanol	31260	SPME and GC-MS analysis (DVB-CAR-PMDS and non-polar GC)	NCTC 10418															
401	13	Escherichia coli	Gram negative bacterium	1-octanol	957	SPME and GC-MS analysis (DVB-CAR-PMDS and non-polar GC)	NCTC 10418															
401	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (DVB-CAR-PMDS and non-polar GC)	NCTC 10418															
401	13	Escherichia coli	Gram negative bacterium	indole	798	SPME and GC-MS analysis (DVB-CAR-PMDS and non-polar GC)	NCTC 10418															
401	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (DVB-CAR-PMDS and non-polar GC)	NCTC 10418															
402	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
402	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
402	13	Escherichia coli	Gram negative bacterium	1-tetradecanol	8209	SPME and GC-MS analysis (PDMS and polar GC)	NCTC 10418															
403	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
403	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (PA and polar GC)	NCTC 10418															
404	13	Escherichia coli	Gram negative bacterium	isopentanol	31260	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
404	13	Escherichia coli	Gram negative bacterium	1-decanol	8174	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
404	13	Escherichia coli	Gram negative bacterium	1-dodecanol	8193	SPME and GC-MS analysis (DVB-CAR-PMDS and polar GC)	NCTC 10418															
405	14	Escherichia coli	Gram negative bacterium	2-pentanone	7895	GC-MS analysis	clinical sample															
405	14	Escherichia coli	Gram negative bacterium	dimethyl sulfide	1068	GC-MS analysis	clinical sample															
405	14	Escherichia coli	Gram negative bacterium	acetonitrile	6342	GC-MS analysis	clinical sample															
406	15	Haemophilus influenzae	Gram negative bacterium	acetaldehyde	177	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	butanal	261	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	propanal	527	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	1-butanol	263	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	"2,3-butanedione"	650	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	methyl methacrylate	6658	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	dimethyl sulfide	1068	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	methanethiol	878	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	dimethyl disulfide	12232	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	carbon disulfide	6348	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	isoprene	6557	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	2-hydroxybenzaldehyde	6998	GC-MS analysis	clinical isolate															
406	15	Haemophilus influenzae	Gram negative bacterium	gama-butyrolactone	7302	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	2-pentanone	7895	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	acetaldehyde	177	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	butanal	261	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	propanal	527	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	1-butanol	263	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	"2,3-butanedione"	650	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	methyl methacrylate	6658	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	dimethyl sulfide	1068	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	methanethiol	878	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	dimethyl disulfide	12232	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	carbon disulfide	6348	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	methyl thioacetate	73750	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	ethyl methyl sulfide	12230	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	2-methyl-2-butene	10553	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	isoprene	6557	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	2-hydroxybenzaldehyde	6998	GC-MS analysis	clinical isolate															
407	15	Haemophilus influenzae	Gram negative bacterium	gama-butyrolactone	7302	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	2-pentanone	7895	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	acetaldehyde	177	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	butanal	261	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	propanal	527	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	1-butanol	263	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	methanol	887	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	"2,3-butanedione"	650	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	methyl methacrylate	6658	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	vinyl butyrate	31247	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	3-(ethylthio)propanal	229467	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	dimethyl sulfide	1068	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	methanethiol	878	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	dimethyl disulfide	12232	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	carbon disulfide	6348	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	methyl thioacetate	73750	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	ethyl methyl sulfide	12230	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	dimethyl trisulfide	19310	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	2-methyl-2-butene	10553	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	isoprene	6557	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	3-methyl-1-butene	11239	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	furan	8029	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	"2-acetyl-1,4,5,6-tetrahydropyridine"	520194	GC-MS analysis	clinical isolate															
408	15	Haemophilus influenzae	Gram negative bacterium	gama-butyrolactone	7302	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	2-pentanone	7895	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	acetaldehyde	177	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	butanal	261	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	propanal	527	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	1-butanol	263	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	methanol	887	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	"2,3-butanedione"	650	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	4-heptanone	31246	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	acetic acid	176	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	ethyl acetate	8857	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	methyl methacrylate	6658	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	vinyl butyrate	31247	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	methyl propionate	11124	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	3-(ethylthio)propanal	229467	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	dimethyl sulfide	1068	GC-MS analysis	clinical isolate															
409	15	Haemophilus influenzae	Gram negative bacterium	methanethiol	878	GC-MS analysis	clinical isolate															
